sensor_id,timestamp,temperature
23915,2023-02-15 00,24
23915,2023-02-15 01,24
23915,2023-02-15 02,24
23915,2023-02-15 03,23
23915,2023-02-15 04,23
23915,2023-02-15 05,23
23915,2023-02-15 06,22
23915,2023-02-15 07,22
23915,2023-02-15 08,21
23915,2023-02-15 09,20
23915,2023-02-15 10,21
23915,2023-02-15 11,20
23915,2023-02-15 12,20
23915,2023-02-15 13,20
23915,2023-02-15 14,20
23915,2023-02-15 15,19
23915,2023-02-15 16,19
23915,2023-02-15 17,19
23915,2023-02-15 18,20
23915,2023-02-15 19,20
23915,2023-02-15 20,21
23915,2023-02-15 21,20
23915,2023-02-15 22,20
23915,2023-02-15 23,20
23915,2023-02-16 00,21
23915,2023-02-16 01,22
23915,2023-02-16 02,22
23915,2023-02-16 03,22
23915,2023-02-16 04,20
23915,2023-02-16 05,20
23915,2023-02-16 06,18
23915,2023-02-16 07,20
23915,2023-02-16 08,18
23915,2023-02-16 09,18
23915,2023-02-16 10,17
23915,2023-02-16 11,16
23915,2023-02-16 12,16
23915,2023-02-16 13,16
23915,2023-02-16 14,14
23915,2023-02-16 15,16
23915,2023-02-16 16,16
23915,2023-02-16 17,18
23915,2023-02-16 18,19
23915,2023-02-16 19,20
23915,2023-02-16 20,21
23915,2023-02-16 21,21
23915,2023-02-16 22,23
23915,2023-02-16 23,23
23915,2023-02-17 00,24
23915,2023-02-17 01,24
23915,2023-02-17 02,26
23915,2023-02-17 03,24
23915,2023-02-17 04,22
23915,2023-02-17 05,23
23915,2023-02-17 06,21
23915,2023-02-17 07,19
23915,2023-02-17 08,19
23915,2023-02-17 09,18
23915,2023-02-17 10,17
23915,2023-02-17 11,16
23915,2023-02-17 12,15
23915,2023-02-17 13,15
23915,2023-02-17 14,15
23915,2023-02-17 15,15
23915,2023-02-17 16,14
23915,2023-02-17 17,15
23915,2023-02-17 18,17
23915,2023-02-17 19,16
23915,2023-02-17 20,18
23915,2023-02-17 21,19
23915,2023-02-17 22,20
23915,2023-02-17 23,21
23915,2023-02-18 00,21
23915,2023-02-18 01,22
23915,2023-02-18 02,23
23915,2023-02-18 03,22
23915,2023-02-18 04,22
23915,2023-02-18 05,21
23915,2023-02-18 06,20
23915,2023-02-18 07,19
23915,2023-02-18 08,20
23915,2023-02-18 09,18
23915,2023-02-18 10,18
23915,2023-02-18 11,16
23915,2023-02-18 12,16
23915,2023-02-18 13,17
23915,2023-02-18 14,16
23915,2023-02-18 15,15
23915,2023-02-18 16,18
23915,2023-02-18 17,18
23915,2023-02-18 18,20
23915,2023-02-18 19,21
23915,2023-02-18 20,22
23915,2023-02-18 21,22
23915,2023-02-18 22,23
23915,2023-02-18 23,25
23915,2023-02-19 00,25
23915,2023-02-19 01,26
23915,2023-02-19 02,26
23915,2023-02-19 03,26
23915,2023-02-19 04,25
23915,2023-02-19 05,23
23915,2023-02-19 06,23
