sensor_id,timestamp,temperature
24256,2023-02-15 00,18
24256,2023-02-15 01,18
24256,2023-02-15 02,18
24256,2023-02-15 03,-39
24256,2023-02-15 04,18
24256,2023-02-15 05,17
24256,2023-02-15 06,16
24256,2023-02-15 07,15
24256,2023-02-15 08,-39
24256,2023-02-15 09,13
24256,2023-02-15 10,12
24256,2023-02-15 11,11
24256,2023-02-15 12,11
24256,2023-02-15 14,10
24256,2023-02-15 15,10
24256,2023-02-15 16,9
24256,2023-02-15 17,10
24256,2023-02-15 18,11
24256,2023-02-15 19,12
24256,2023-02-15 20,13
24256,2023-02-15 22,20
24256,2023-02-15 23,20
24256,2023-02-16 00,13
24256,2023-02-16 01,10
24256,2023-02-16 02,19
24256,2023-02-16 03,18
24256,2023-02-16 04,17
24256,2023-02-16 05,16
24256,2023-02-16 06,15
24256,2023-02-16 07,15
24256,2023-02-16 08,-39
24256,2023-02-16 09,13
24256,2023-02-16 10,12
24256,2023-02-16 11,12
24256,2023-02-16 12,11
24256,2023-02-16 13,11
24256,2023-02-16 14,10
24256,2023-02-16 15,10
24256,2023-02-16 16,10
24256,2023-02-16 17,11
24256,2023-02-16 18,11
24256,2023-02-16 19,11
24256,2023-02-16 20,12
24256,2023-02-16 21,13
24256,2023-02-16 22,13
24256,2023-02-16 23,14
24256,2023-02-17 00,15
24256,2023-02-17 01,15
24256,2023-02-17 02,16
24256,2023-02-17 03,16
24256,2023-02-17 04,16
24256,2023-02-17 05,14
24256,2023-02-17 06,15
24256,2023-02-17 07,13
24256,2023-02-17 08,13
24256,2023-02-17 09,12
24256,2023-02-17 10,12
24256,2023-02-17 11,11
24256,2023-02-17 12,10
24256,2023-02-17 13,9
24256,2023-02-17 14,9
24256,2023-02-17 15,9
24256,2023-02-17 16,9
24256,2023-02-17 17,11
24256,2023-02-17 18,13
24256,2023-02-17 19,14
24256,2023-02-17 20,16
24256,2023-02-17 21,16
24256,2023-02-17 22,17
24256,2023-02-17 23,19
24256,2023-02-18 00,21
24256,2023-02-18 01,22
24256,2023-02-18 02,22
24256,2023-02-18 03,20
24256,2023-02-18 04,20
24256,2023-02-18 05,17
24256,2023-02-18 06,15
24256,2023-02-18 07,14
24256,2023-02-18 08,14
24256,2023-02-18 09,14
24256,2023-02-18 10,13
24256,2023-02-18 11,12
24256,2023-02-18 12,12
24256,2023-02-18 13,10
24256,2023-02-18 14,9
24256,2023-02-18 15,11
24256,2023-02-18 16,10
24256,2023-02-18 17,11
24256,2023-02-18 18,13
24256,2023-02-18 19,16
24256,2023-02-18 20,16
24256,2023-02-18 21,18
24256,2023-02-18 22,20
24256,2023-02-18 23,21
24256,2023-02-19 00,23
24256,2023-02-19 01,24
24256,2023-02-19 02,23
24256,2023-02-19 03,22
24256,2023-02-19 04,21
24256,2023-02-19 05,20
24256,2023-02-19 06,19
24256,2023-02-19 07,18
