sensor_id,timestamp,temperature
23592,2023-02-15 00,28
23592,2023-02-15 01,27
23592,2023-02-15 02,26
23592,2023-02-15 03,27
23592,2023-02-15 04,26
23592,2023-02-15 05,27
23592,2023-02-15 06,27
23592,2023-02-15 07,26
23592,2023-02-15 08,26
23592,2023-02-15 09,26
23592,2023-02-15 10,25
23592,2023-02-15 11,24
23592,2023-02-15 12,24
23592,2023-02-15 13,22
23592,2023-02-15 14,23
23592,2023-02-15 15,23
23592,2023-02-15 16,23
23592,2023-02-15 17,23
23592,2023-02-15 18,21
23592,2023-02-15 19,19
23592,2023-02-15 20,20
23592,2023-02-15 21,19
23592,2023-02-15 22,20
23592,2023-02-15 23,22
23592,2023-02-16 00,26
23592,2023-02-16 01,28
23592,2023-02-16 02,30
23592,2023-02-16 03,31
23592,2023-02-16 04,30
23592,2023-02-16 05,30
23592,2023-02-16 06,29
23592,2023-02-16 07,27
23592,2023-02-16 08,25
23592,2023-02-16 09,23
23592,2023-02-16 10,23
23592,2023-02-16 11,23
23592,2023-02-16 12,23
23592,2023-02-16 13,22
23592,2023-02-16 14,23
23592,2023-02-16 15,24
23592,2023-02-16 16,23
23592,2023-02-16 17,22
23592,2023-02-16 18,22
23592,2023-02-16 19,25
23592,2023-02-16 20,24
23592,2023-02-16 21,24
23592,2023-02-16 22,25
23592,2023-02-16 23,26
23592,2023-02-17 00,29
23592,2023-02-17 01,30
23592,2023-02-17 02,32
23592,2023-02-17 03,32
23592,2023-02-17 04,33
23592,2023-02-17 05,33
23592,2023-02-17 06,33
23592,2023-02-17 07,33
23592,2023-02-17 08,33
23592,2023-02-17 09,33
23592,2023-02-17 10,33
23592,2023-02-17 11,33
23592,2023-02-17 12,33
23592,2023-02-17 13,33
23592,2023-02-17 14,33
23592,2023-02-17 15,33
23592,2023-02-17 16,31
23592,2023-02-17 17,27
23592,2023-02-17 18,25
23592,2023-02-17 19,22
23592,2023-02-17 20,20
23592,2023-02-17 21,21
23592,2023-02-17 22,22
23592,2023-02-17 23,25
23592,2023-02-18 00,27
23592,2023-02-18 01,28
23592,2023-02-18 02,31
23592,2023-02-18 03,32
23592,2023-02-18 04,32
23592,2023-02-18 05,32
23592,2023-02-18 06,31
23592,2023-02-18 07,31
23592,2023-02-18 08,29
23592,2023-02-18 09,28
23592,2023-02-18 10,27
23592,2023-02-18 11,26
23592,2023-02-18 12,26
23592,2023-02-18 13,25
23592,2023-02-18 14,25
23592,2023-02-18 15,26
23592,2023-02-18 16,27
23592,2023-02-18 17,26
23592,2023-02-18 18,26
23592,2023-02-18 19,24
23592,2023-02-18 20,23
23592,2023-02-18 21,25
23592,2023-02-18 22,26
23592,2023-02-18 23,29
23592,2023-02-19 00,30
23592,2023-02-19 01,32
23592,2023-02-19 02,32
23592,2023-02-19 03,33
23592,2023-02-19 04,33
23592,2023-02-19 05,33
23592,2023-02-19 06,33
23592,2023-02-19 07,33
23592,2023-02-19 08,33
23592,2023-02-19 09,33
23592,2023-02-19 10,33
23592,2023-02-19 11,32
23592,2023-02-19 12,32
23592,2023-02-19 13,31
23592,2023-02-19 14,31
23592,2023-02-19 15,29
23592,2023-02-19 16,29
