sensor_id,timestamp,temperature
25652,2023-02-15 00,33
25652,2023-02-15 01,33
25652,2023-02-15 02,33
25652,2023-02-15 03,33
25652,2023-02-15 04,33
25652,2023-02-15 05,33
25652,2023-02-15 06,33
25652,2023-02-15 07,33
25652,2023-02-15 08,33
25652,2023-02-15 09,33
25652,2023-02-15 10,33
25652,2023-02-15 11,34
25652,2023-02-15 12,33
25652,2023-02-15 16,33
25652,2023-02-15 17,33
25652,2023-02-15 18,33
25652,2023-02-15 19,33
25652,2023-02-15 20,26
25652,2023-02-15 21,23
25652,2023-02-15 22,32
25652,2023-02-15 23,33
25652,2023-02-16 00,34
25652,2023-02-16 01,34
25652,2023-02-16 02,33
25652,2023-02-16 03,34
25652,2023-02-16 04,34
25652,2023-02-16 05,33
25652,2023-02-16 06,33
25652,2023-02-16 07,34
25652,2023-02-16 08,34
25652,2023-02-16 09,34
25652,2023-02-16 10,34
25652,2023-02-16 11,34
25652,2023-02-16 12,34
25652,2023-02-16 13,33
25652,2023-02-16 14,33
25652,2023-02-16 15,33
25652,2023-02-16 16,33
25652,2023-02-16 17,33
25652,2023-02-16 18,34
25652,2023-02-16 19,33
25652,2023-02-16 20,34
25652,2023-02-16 21,33
25652,2023-02-16 22,33
25652,2023-02-16 23,33
25652,2023-02-17 00,33
25652,2023-02-17 01,34
25652,2023-02-17 02,34
25652,2023-02-17 03,33
25652,2023-02-17 04,33
25652,2023-02-17 05,33
25652,2023-02-17 06,34
25652,2023-02-17 07,33
25652,2023-02-17 08,34
25652,2023-02-17 09,34
25652,2023-02-17 10,33
25652,2023-02-17 11,33
25652,2023-02-17 12,34
25652,2023-02-17 13,33
25652,2023-02-17 14,33
25652,2023-02-17 15,33
25652,2023-02-17 16,33
25652,2023-02-17 17,33
25652,2023-02-17 18,33
25652,2023-02-17 19,33
25652,2023-02-17 20,33
25652,2023-02-17 21,34
25652,2023-02-17 22,33
25652,2023-02-17 23,34
25652,2023-02-18 00,33
25652,2023-02-18 01,34
25652,2023-02-18 02,34
25652,2023-02-18 03,33
25652,2023-02-18 04,34
25652,2023-02-18 05,34
25652,2023-02-18 06,33
25652,2023-02-18 07,34
25652,2023-02-18 08,33
25652,2023-02-18 09,33
25652,2023-02-18 10,34
25652,2023-02-18 11,33
25652,2023-02-18 12,34
25652,2023-02-18 13,33
25652,2023-02-18 14,33
25652,2023-02-18 15,33
25652,2023-02-18 16,33
25652,2023-02-18 17,33
25652,2023-02-18 18,33
25652,2023-02-18 19,34
25652,2023-02-18 20,34
25652,2023-02-18 21,34
25652,2023-02-18 22,34
25652,2023-02-18 23,34
25652,2023-02-19 00,34
25652,2023-02-19 01,34
25652,2023-02-19 02,34
25652,2023-02-19 03,34
25652,2023-02-19 04,34
25652,2023-02-19 05,34
25652,2023-02-19 06,34
25652,2023-02-19 07,34
25652,2023-02-19 08,34
25652,2023-02-19 09,34
25652,2023-02-19 10,34
25652,2023-02-19 11,34
25652,2023-02-19 12,34
25652,2023-02-19 13,34
25652,2023-02-19 14,34
25652,2023-02-19 15,34
25652,2023-02-19 16,34
25652,2023-02-19 17,34
25652,2023-02-19 18,34
25652,2023-02-19 19,34
25652,2023-02-19 20,34
25652,2023-02-19 21,34
25652,2023-02-19 22,34
25652,2023-02-19 23,34
25652,2023-02-20 00,34
25652,2023-02-20 01,34
25652,2023-02-20 02,34
25652,2023-02-20 03,34
25652,2023-02-20 04,34
25652,2023-02-20 05,34
25652,2023-02-20 06,34
25652,2023-02-20 07,34
25652,2023-02-20 08,34
25652,2023-02-20 09,34
25652,2023-02-20 10,34
25652,2023-02-20 11,34
25652,2023-02-20 12,34
25652,2023-02-20 13,34
25652,2023-02-20 14,34
25652,2023-02-20 15,34
25652,2023-02-20 16,34
25652,2023-02-20 17,34
25652,2023-02-20 18,34
25652,2023-02-20 19,34
25652,2023-02-20 20,34
25652,2023-02-20 21,34
25652,2023-02-20 22,35
25652,2023-02-20 23,34
25652,2023-02-21 00,34
25652,2023-02-21 01,34
25652,2023-02-21 02,34
25652,2023-02-21 03,34
25652,2023-02-21 04,34
25652,2023-02-21 05,34
25652,2023-02-21 06,34
25652,2023-02-21 07,34
25652,2023-02-21 08,34
25652,2023-02-21 09,34
25652,2023-02-21 10,34
25652,2023-02-21 11,34
25652,2023-02-21 12,34
25652,2023-02-21 13,34
25652,2023-02-21 14,34
25652,2023-02-21 15,34
25652,2023-02-21 16,34
25652,2023-02-21 17,34
25652,2023-02-21 18,34
25652,2023-02-21 19,34
25652,2023-02-21 20,34
25652,2023-02-21 21,34
25652,2023-02-21 22,34
25652,2023-02-21 23,34
25652,2023-02-22 00,34
25652,2023-02-22 01,34
25652,2023-02-22 02,34
25652,2023-02-22 03,34
25652,2023-02-22 04,34
25652,2023-02-22 05,34
25652,2023-02-22 06,34
25652,2023-02-22 07,34
25652,2023-02-22 08,34
25652,2023-02-22 09,34
25652,2023-02-22 10,34
25652,2023-02-22 11,34
25652,2023-02-22 12,34
25652,2023-02-22 13,34
25652,2023-02-22 14,34
25652,2023-02-22 15,34
25652,2023-02-22 16,34
25652,2023-02-22 17,34
25652,2023-02-22 18,34
25652,2023-02-22 19,34
25652,2023-02-22 20,34
25652,2023-02-22 21,34
25652,2023-02-22 22,34
25652,2023-02-22 23,34
25652,2023-02-23 00,34
25652,2023-02-23 01,34
25652,2023-02-23 02,34
25652,2023-02-23 03,34
25652,2023-02-23 04,34
25652,2023-02-23 05,34
25652,2023-02-23 06,34
25652,2023-02-23 07,34
25652,2023-02-23 08,34
25652,2023-02-23 09,34
25652,2023-02-23 10,34
25652,2023-02-23 11,34
25652,2023-02-23 12,34
25652,2023-02-23 13,34
25652,2023-02-23 14,34
25652,2023-02-23 15,34
25652,2023-02-23 16,34
25652,2023-02-23 17,34
25652,2023-02-23 18,34
25652,2023-02-23 19,34
25652,2023-02-23 20,34
25652,2023-02-23 21,34
25652,2023-02-23 22,34
25652,2023-02-23 23,33
25652,2023-02-24 00,34
25652,2023-02-24 01,33
25652,2023-02-24 02,33
25652,2023-02-24 03,33
25652,2023-02-24 04,34
25652,2023-02-24 05,34
25652,2023-02-24 06,34
25652,2023-02-24 07,34
25652,2023-02-24 08,34
25652,2023-02-24 09,34
25652,2023-02-24 10,34
25652,2023-02-24 11,34
25652,2023-02-24 12,34
25652,2023-02-24 13,34
25652,2023-02-24 14,34
25652,2023-02-24 15,34
25652,2023-02-24 16,34
25652,2023-02-24 17,34
25652,2023-02-24 18,34
25652,2023-02-24 19,33
25652,2023-02-24 20,33
25652,2023-02-24 21,33
25652,2023-02-24 22,33
25652,2023-02-24 23,33
25652,2023-02-25 00,33
25652,2023-02-25 01,33
25652,2023-02-25 02,34
25652,2023-02-25 03,34
25652,2023-02-25 04,34
25652,2023-02-25 05,34
25652,2023-02-25 06,34
25652,2023-02-25 07,34
25652,2023-02-25 08,34
25652,2023-02-25 09,34
25652,2023-02-25 10,34
25652,2023-02-25 11,34
25652,2023-02-25 12,34
25652,2023-02-25 13,34
25652,2023-02-25 14,34
25652,2023-02-25 15,34
25652,2023-02-25 16,34
25652,2023-02-25 17,34
25652,2023-02-25 18,34
25652,2023-02-25 19,34
25652,2023-02-25 20,34
25652,2023-02-25 21,34
25652,2023-02-25 22,33
25652,2023-02-25 23,33
25652,2023-02-26 00,34
25652,2023-02-26 01,34
25652,2023-02-26 02,34
25652,2023-02-26 03,34
25652,2023-02-26 04,34
25652,2023-02-26 05,34
25652,2023-02-26 06,34
25652,2023-02-26 07,34
25652,2023-02-26 08,34
25652,2023-02-26 09,34
25652,2023-02-26 10,34
25652,2023-02-26 11,34
25652,2023-02-26 12,34
25652,2023-02-26 13,34
25652,2023-02-26 14,34
25652,2023-02-26 15,34
25652,2023-02-26 16,34
25652,2023-02-26 17,34
25652,2023-02-26 18,34
25652,2023-02-26 19,34
25652,2023-02-26 20,33
25652,2023-02-26 21,33
25652,2023-02-26 22,33
25652,2023-02-26 23,33
25652,2023-02-27 00,33
25652,2023-02-27 01,33
25652,2023-02-27 02,34
25652,2023-02-27 03,34
25652,2023-02-27 04,34
25652,2023-02-27 05,34
25652,2023-02-27 06,34
25652,2023-02-27 07,34
25652,2023-02-27 08,34
25652,2023-02-27 09,34
25652,2023-02-27 10,34
25652,2023-02-27 11,34
25652,2023-02-27 12,34
25652,2023-02-27 13,34
25652,2023-02-27 14,34
25652,2023-02-27 15,34
25652,2023-02-27 16,34
25652,2023-02-27 17,34
25652,2023-02-27 18,34
25652,2023-02-27 19,34
25652,2023-02-27 20,33
25652,2023-02-27 21,33
25652,2023-02-27 22,33
25652,2023-02-27 23,33
25652,2023-02-28 00,34
25652,2023-02-28 01,34
25652,2023-02-28 02,34
25652,2023-02-28 03,34
25652,2023-02-28 04,34
25652,2023-02-28 05,34
25652,2023-02-28 06,34
25652,2023-02-28 07,34
25652,2023-02-28 08,34
25652,2023-02-28 09,34
25652,2023-02-28 10,34
