sensor_id,timestamp,temperature
25572,2023-02-15 00,26
25572,2023-02-15 01,26
25572,2023-02-15 02,25
25572,2023-02-15 03,25
25572,2023-02-15 04,24
25572,2023-02-15 05,24
25572,2023-02-15 06,23
25572,2023-02-15 07,23
25572,2023-02-15 08,21
25572,2023-02-15 09,21
25572,2023-02-15 10,22
25572,2023-02-15 11,20
25572,2023-02-15 12,21
25572,2023-02-15 13,-39
25572,2023-02-15 14,20
25572,2023-02-15 15,19
25572,2023-02-15 16,21
25572,2023-02-15 20,24
25572,2023-02-15 21,25
25572,2023-02-15 22,20
25572,2023-02-15 23,19
25572,2023-02-16 00,27
25572,2023-02-16 01,29
25572,2023-02-16 02,29
25572,2023-02-16 03,30
25572,2023-02-16 04,30
25572,2023-02-16 05,29
25572,2023-02-16 06,28
25572,2023-02-16 07,26
25572,2023-02-16 08,25
25572,2023-02-16 09,24
25572,2023-02-16 10,25
25572,2023-02-16 11,24
25572,2023-02-16 12,24
25572,2023-02-16 13,23
25572,2023-02-16 14,23
25572,2023-02-16 15,23
25572,2023-02-16 16,23
25572,2023-02-16 17,24
25572,2023-02-16 18,24
25572,2023-02-16 19,25
25572,2023-02-16 20,24
25572,2023-02-16 21,25
25572,2023-02-16 22,27
25572,2023-02-16 23,27
25572,2023-02-17 00,28
25572,2023-02-17 01,30
25572,2023-02-17 02,30
25572,2023-02-17 03,30
25572,2023-02-17 04,29
25572,2023-02-17 05,28
25572,2023-02-17 06,27
25572,2023-02-17 07,25
25572,2023-02-17 08,25
25572,2023-02-17 09,23
25572,2023-02-17 10,22
25572,2023-02-17 11,22
25572,2023-02-17 12,22
25572,2023-02-17 13,23
25572,2023-02-17 14,22
25572,2023-02-17 15,21
25572,2023-02-17 16,22
25572,2023-02-17 17,24
25572,2023-02-17 18,23
25572,2023-02-17 19,22
25572,2023-02-17 20,22
25572,2023-02-17 21,24
25572,2023-02-17 22,25
25572,2023-02-17 23,27
25572,2023-02-18 00,27
25572,2023-02-18 01,30
25572,2023-02-18 02,31
25572,2023-02-18 03,30
25572,2023-02-18 04,30
25572,2023-02-18 05,30
25572,2023-02-18 06,29
25572,2023-02-18 07,27
25572,2023-02-18 08,25
25572,2023-02-18 09,26
25572,2023-02-18 10,25
25572,2023-02-18 11,23
25572,2023-02-18 12,24
25572,2023-02-18 13,24
25572,2023-02-18 14,23
25572,2023-02-18 15,23
25572,2023-02-18 16,22
25572,2023-02-18 17,25
25572,2023-02-18 18,24
25572,2023-02-18 19,23
25572,2023-02-18 20,24
25572,2023-02-18 21,25
25572,2023-02-18 22,26
25572,2023-02-18 23,27
25572,2023-02-19 00,29
25572,2023-02-19 01,30
25572,2023-02-19 02,30
25572,2023-02-19 03,30
25572,2023-02-19 04,30
25572,2023-02-19 05,30
25572,2023-02-19 06,30
25572,2023-02-19 07,28
25572,2023-02-19 08,29
25572,2023-02-19 09,28
25572,2023-02-19 10,27
25572,2023-02-19 11,26
25572,2023-02-19 12,26
25572,2023-02-19 13,25
25572,2023-02-19 14,25
25572,2023-02-19 15,25
25572,2023-02-19 16,25
25572,2023-02-19 17,25
25572,2023-02-19 18,25
25572,2023-02-19 19,25
25572,2023-02-19 20,27
25572,2023-02-19 21,28
25572,2023-02-19 22,29
25572,2023-02-19 23,29
25572,2023-02-20 00,31
25572,2023-02-20 01,31
25572,2023-02-20 02,32
25572,2023-02-20 03,32
25572,2023-02-20 04,32
25572,2023-02-20 05,33
25572,2023-02-20 06,32
25572,2023-02-20 07,31
25572,2023-02-20 08,31
25572,2023-02-20 09,30
25572,2023-02-20 10,29
25572,2023-02-20 11,28
25572,2023-02-20 12,27
25572,2023-02-20 13,27
25572,2023-02-20 14,27
25572,2023-02-20 15,26
25572,2023-02-20 16,28
25572,2023-02-20 17,28
25572,2023-02-20 18,27
25572,2023-02-20 19,27
25572,2023-02-20 20,29
25572,2023-02-20 21,31
25572,2023-02-20 22,31
25572,2023-02-20 23,32
25572,2023-02-21 00,32
25572,2023-02-21 01,33
25572,2023-02-21 02,34
25572,2023-02-21 03,33
25572,2023-02-21 04,34
25572,2023-02-21 05,33
25572,2023-02-21 06,33
25572,2023-02-21 07,33
25572,2023-02-21 08,32
25572,2023-02-21 09,32
25572,2023-02-21 10,32
25572,2023-02-21 11,32
25572,2023-02-21 12,30
25572,2023-02-21 13,28
25572,2023-02-21 14,28
25572,2023-02-21 15,28
25572,2023-02-21 16,28
25572,2023-02-21 17,29
25572,2023-02-21 18,28
25572,2023-02-21 19,30
25572,2023-02-21 20,31
25572,2023-02-21 21,32
25572,2023-02-21 22,33
25572,2023-02-21 23,32
25572,2023-02-22 00,32
25572,2023-02-22 01,31
25572,2023-02-22 02,31
25572,2023-02-22 03,31
25572,2023-02-22 04,30
25572,2023-02-22 05,30
25572,2023-02-22 06,30
25572,2023-02-22 07,29
25572,2023-02-22 08,30
25572,2023-02-22 09,28
25572,2023-02-22 10,28
25572,2023-02-22 11,28
25572,2023-02-22 12,28
25572,2023-02-22 13,27
25572,2023-02-22 14,27
25572,2023-02-22 15,27
25572,2023-02-22 16,26
