sensor_id,timestamp,temperature
49982,2023-02-15 00,26
49982,2023-02-15 01,26
49982,2023-02-15 02,24
49982,2023-02-15 03,23
49982,2023-02-15 04,21
49982,2023-02-15 05,20
49982,2023-02-15 06,19
49982,2023-02-15 07,19
49982,2023-02-15 08,18
49982,2023-02-15 09,19
49982,2023-02-15 10,20
49982,2023-02-15 11,18
49982,2023-02-15 12,20
49982,2023-02-15 13,21
49982,2023-02-15 14,19
49982,2023-02-15 15,20
49982,2023-02-15 16,20
49982,2023-02-15 17,18
49982,2023-02-15 18,19
49982,2023-02-15 19,19
49982,2023-02-15 20,22
49982,2023-02-15 21,24
49982,2023-02-15 22,20
49982,2023-02-15 23,19
49982,2023-02-16 00,17
49982,2023-02-16 01,28
49982,2023-02-16 02,28
49982,2023-02-16 03,28
49982,2023-02-16 04,28
49982,2023-02-16 05,27
49982,2023-02-16 06,27
49982,2023-02-16 07,25
49982,2023-02-16 08,25
49982,2023-02-16 09,23
49982,2023-02-16 10,25
49982,2023-02-16 11,21
49982,2023-02-16 12,23
49982,2023-02-16 13,21
49982,2023-02-16 14,22
49982,2023-02-16 15,23
49982,2023-02-16 16,21
49982,2023-02-16 17,22
49982,2023-02-16 18,23
49982,2023-02-16 19,24
49982,2023-02-16 20,26
49982,2023-02-16 21,27
49982,2023-02-16 22,27
49982,2023-02-16 23,27
49982,2023-02-17 00,28
49982,2023-02-17 01,30
49982,2023-02-17 02,32
49982,2023-02-17 03,31
49982,2023-02-17 04,30
49982,2023-02-17 05,28
49982,2023-02-17 06,26
49982,2023-02-17 07,24
49982,2023-02-17 08,26
49982,2023-02-17 09,23
49982,2023-02-17 10,23
49982,2023-02-17 11,22
49982,2023-02-17 12,22
49982,2023-02-17 13,21
49982,2023-02-17 14,21
49982,2023-02-17 15,22
49982,2023-02-17 16,20
49982,2023-02-17 17,22
49982,2023-02-17 18,21
49982,2023-02-17 19,20
49982,2023-02-17 20,21
49982,2023-02-17 21,24
49982,2023-02-17 22,26
49982,2023-02-17 23,24
49982,2023-02-18 00,24
