sensor_id,timestamp,temperature
24093,2023-02-15 00,27
24093,2023-02-15 01,26
24093,2023-02-15 02,26
24093,2023-02-15 03,25
24093,2023-02-15 04,24
24093,2023-02-15 05,23
24093,2023-02-15 06,22
24093,2023-02-15 07,21
24093,2023-02-15 08,21
24093,2023-02-15 09,19
24093,2023-02-15 10,18
24093,2023-02-15 11,18
24093,2023-02-15 12,16
24093,2023-02-15 13,16
24093,2023-02-15 14,16
24093,2023-02-15 15,16
24093,2023-02-15 16,17
24093,2023-02-15 17,18
24093,2023-02-15 18,20
24093,2023-02-15 19,21
24093,2023-02-15 20,24
24093,2023-02-15 21,21
24093,2023-02-15 22,21
24093,2023-02-15 23,20
24093,2023-02-16 00,28
24093,2023-02-16 01,30
24093,2023-02-16 02,29
24093,2023-02-16 03,28
24093,2023-02-16 04,26
24093,2023-02-16 05,24
24093,2023-02-16 06,22
24093,2023-02-16 07,20
24093,2023-02-16 08,19
24093,2023-02-16 09,18
24093,2023-02-16 10,18
24093,2023-02-16 11,18
24093,2023-02-16 12,17
24093,2023-02-16 13,16
24093,2023-02-16 14,14
24093,2023-02-16 15,14
24093,2023-02-16 16,14
24093,2023-02-16 17,13
24093,2023-02-16 18,15
24093,2023-02-16 19,18
24093,2023-02-16 20,20
24093,2023-02-16 21,21
24093,2023-02-16 22,22
24093,2023-02-16 23,23
24093,2023-02-17 00,24
24093,2023-02-17 01,25
24093,2023-02-17 02,26
24093,2023-02-17 03,25
24093,2023-02-17 04,23
24093,2023-02-17 05,23
24093,2023-02-17 06,21
24093,2023-02-17 07,22
24093,2023-02-17 08,19
24093,2023-02-17 09,18
24093,2023-02-17 10,16
24093,2023-02-17 11,16
24093,2023-02-17 12,14
24093,2023-02-17 13,14
24093,2023-02-17 14,13
24093,2023-02-17 15,13
24093,2023-02-17 16,13
24093,2023-02-17 17,16
24093,2023-02-17 18,20
24093,2023-02-17 19,20
24093,2023-02-17 20,23
24093,2023-02-17 21,23
24093,2023-02-17 22,26
24093,2023-02-17 23,27
24093,2023-02-18 00,29
24093,2023-02-18 01,30
24093,2023-02-18 02,32
24093,2023-02-18 03,30
24093,2023-02-18 04,28
24093,2023-02-18 05,26
24093,2023-02-18 06,25
24093,2023-02-18 07,22
24093,2023-02-18 08,21
24093,2023-02-18 09,20
24093,2023-02-18 10,20
24093,2023-02-18 11,18
24093,2023-02-18 12,18
24093,2023-02-18 13,16
24093,2023-02-18 14,16
24093,2023-02-18 15,16
24093,2023-02-18 16,16
24093,2023-02-18 17,16
24093,2023-02-18 18,20
24093,2023-02-18 19,22
24093,2023-02-18 20,24
24093,2023-02-18 21,26
24093,2023-02-18 22,29
24093,2023-02-18 23,30
24093,2023-02-19 00,31
24093,2023-02-19 01,32
24093,2023-02-19 02,32
24093,2023-02-19 03,32
24093,2023-02-19 04,32
24093,2023-02-19 05,31
24093,2023-02-19 06,30
24093,2023-02-19 07,30
24093,2023-02-19 08,28
24093,2023-02-19 09,26
24093,2023-02-19 10,25
24093,2023-02-19 11,25
24093,2023-02-19 12,23
24093,2023-02-19 13,22
24093,2023-02-19 14,21
24093,2023-02-19 15,22
24093,2023-02-19 16,20
24093,2023-02-19 17,21
24093,2023-02-19 18,26
24093,2023-02-19 19,28
24093,2023-02-19 20,29
24093,2023-02-19 21,30
24093,2023-02-19 22,31
24093,2023-02-19 23,32
24093,2023-02-20 00,33
24093,2023-02-20 01,33
24093,2023-02-20 02,34
24093,2023-02-20 03,33
24093,2023-02-20 04,33
24093,2023-02-20 05,32
24093,2023-02-20 06,32
24093,2023-02-20 07,32
24093,2023-02-20 08,31
24093,2023-02-20 09,30
24093,2023-02-20 10,29
24093,2023-02-20 11,28
24093,2023-02-20 12,26
24093,2023-02-20 13,25
24093,2023-02-20 14,26
24093,2023-02-20 15,24
24093,2023-02-20 16,24
24093,2023-02-20 17,22
24093,2023-02-20 18,27
24093,2023-02-20 19,27
24093,2023-02-20 20,29
24093,2023-02-20 21,30
24093,2023-02-20 22,32
24093,2023-02-20 23,33
24093,2023-02-21 00,33
24093,2023-02-21 01,34
24093,2023-02-21 02,34
24093,2023-02-21 03,34
24093,2023-02-21 04,34
24093,2023-02-21 05,33
24093,2023-02-21 06,32
24093,2023-02-21 07,31
24093,2023-02-21 08,30
24093,2023-02-21 09,29
24093,2023-02-21 10,28
24093,2023-02-21 11,27
24093,2023-02-21 12,28
24093,2023-02-21 13,28
24093,2023-02-21 14,27
24093,2023-02-21 15,26
24093,2023-02-21 16,27
24093,2023-02-21 17,25
24093,2023-02-21 18,25
24093,2023-02-21 19,28
24093,2023-02-21 20,30
24093,2023-02-21 21,31
24093,2023-02-21 22,32
24093,2023-02-21 23,31
24093,2023-02-22 00,31
24093,2023-02-22 01,31
24093,2023-02-22 02,30
24093,2023-02-22 03,29
24093,2023-02-22 04,29
24093,2023-02-22 05,27
24093,2023-02-22 06,27
24093,2023-02-22 07,27
24093,2023-02-22 08,27
24093,2023-02-22 09,26
24093,2023-02-22 10,26
24093,2023-02-22 11,25
24093,2023-02-22 12,25
24093,2023-02-22 13,25
24093,2023-02-22 14,23
24093,2023-02-22 15,23
24093,2023-02-22 16,22
24093,2023-02-22 17,24
24093,2023-02-22 18,25
24093,2023-02-22 19,26
24093,2023-02-22 20,26
24093,2023-02-22 21,26
24093,2023-02-22 22,26
24093,2023-02-22 23,26
24093,2023-02-23 00,26
24093,2023-02-23 01,25
24093,2023-02-23 02,24
24093,2023-02-23 03,24
24093,2023-02-23 04,25
24093,2023-02-23 05,24
24093,2023-02-23 06,23
24093,2023-02-23 07,22
24093,2023-02-23 08,22
24093,2023-02-23 09,22
24093,2023-02-23 10,22
24093,2023-02-23 11,21
24093,2023-02-23 12,20
24093,2023-02-23 13,21
24093,2023-02-23 14,20
24093,2023-02-23 15,19
24093,2023-02-23 16,19
